original_word,new_word,case_variations,starting_letter,offset,direction
clostridia,PRÄRIE,"['ClostRIDiA', 'CLostRIDiA', 'ClOstRIDiA', 'CLOstRIDiA', 'CloStRIDiA', 'CLoStRIDiA', 'ClOStRIDiA', 'CLOStRIDiA', 'ClosTRIDiA', 'CLosTRIDiA', 'ClOsTRIDiA', 'CLOsTRIDiA', 'CloSTRIDiA', 'CLoSTRIDiA', 'ClOSTRIDiA', 'CLOSTRIDiA']",4,3,reverse
tertian,REITE,"['tERTIAn', 'TERTIAn']",0,3,reverse
seepage,PATTY,"['sEEPAGE', 'SEEPAGE']",0,3,reverse
yelping,RAFTS,"['yELPINg', 'YELPINg']",0,3,reverse
afterpiece,TRAIT,"['afteRPIECe', 'AfteRPIECe', 'aFteRPIECe', 'AFteRPIECe', 'afTeRPIECe', 'AfTeRPIECe', 'aFTeRPIECe', 'AFTeRPIECe', 'aftERPIECe', 'AftERPIECe', 'aFtERPIECe', 'AFtERPIECe', 'afTERPIECe', 'AfTERPIECe', 'aFTERPIECe', 'AFTERPIECe']",3,3,reverse
judicially,chili,"['judicially', 'Judicially', 'jUdicially', 'JUdicially', 'juDicially', 'JuDicially', 'jUDicially', 'JUDicially', 'judIcially', 'JudIcially', 'jUdIcially', 'JUdIcially', 'juDIcially', 'JuDIcially', 'jUDIcially', 'JUDIcially', 'judiciallY', 'JudiciallY', 'jUdiciallY', 'JUdiciallY', 'juDiciallY', 'JuDiciallY', 'jUDiciallY', 'JUDiciallY', 'judIciallY', 'JudIciallY', 'jUdIciallY', 'JUdIciallY', 'juDIciallY', 'JuDIciallY', 'jUDIciallY', 'JUDIciallY']",3,4,reverse
physicist,eIcKe,"['phySicISt', 'PhySicISt', 'pHySicISt', 'PHySicISt', 'phYSicISt', 'PhYSicISt', 'pHYSicISt', 'PHYSicISt', 'phySicIST', 'PhySicIST', 'pHySicIST', 'PHySicIST', 'phYSicIST', 'PhYSicIST', 'pHYSicIST', 'PHYSicIST']",3,1,reverse
chiselled,EDleM,"['chiseLlED', 'ChiseLlED', 'cHiseLlED', 'CHiseLlED', 'chIseLlED', 'ChIseLlED', 'cHIseLlED', 'CHIseLlED', 'chiSeLlED', 'ChiSeLlED', 'cHiSeLlED', 'CHiSeLlED', 'chISeLlED', 'ChISeLlED', 'cHISeLlED', 'CHISeLlED']",3,7,reverse
cancelled,EDleM,"['canceLlED', 'CanceLlED', 'cAnceLlED', 'CAnceLlED', 'caNceLlED', 'CaNceLlED', 'cANceLlED', 'CANceLlED', 'canCeLlED', 'CanCeLlED', 'cAnCeLlED', 'CAnCeLlED', 'caNCeLlED', 'CaNCeLlED', 'cANCeLlED', 'CANCeLlED']",3,7,reverse
whiskeys,eMSig,"['whisKeYS', 'WhisKeYS', 'wHisKeYS', 'WHisKeYS', 'whIsKeYS', 'WhIsKeYS', 'wHIsKeYS', 'WHIsKeYS']",3,1,reverse
apiaries,RIPRAP,"['aPIARIEs', 'APIARIEs']",0,3,reverse
fascial,chill,"['fascial', 'fAscial', 'faScial', 'fAScial']",2,4,reverse
esteemed,DEEmED,"['EstEEmED', 'EStEEmED', 'EsTEEmED', 'ESTEEmED']",2,7,reverse
devilled,DELle,"['DeviLleD', 'DEviLleD', 'DeViLleD', 'DEViLleD', 'DevILleD', 'DEvILleD', 'DeVILleD', 'DEVILleD']",3,7,reverse
solitaries,RIPER,"['soliTARIEs', 'SoliTARIEs', 'sOliTARIEs', 'SOliTARIEs', 'soLiTARIEs', 'SoLiTARIEs', 'sOLiTARIEs', 'SOLiTARIEs', 'solITARIEs', 'SolITARIEs', 'sOlITARIEs', 'SOlITARIEs', 'soLITARIEs', 'SoLITARIEs', 'sOLITARIEs', 'SOLITARIEs']",3,3,reverse
solitaries,TRIPE,"['solitARIES', 'sOlitARIES', 'soLitARIES', 'sOLitARIES', 'solItARIES', 'sOlItARIES', 'soLItARIES', 'sOLItARIES', 'soliTARIES', 'sOliTARIES', 'soLiTARIES', 'sOLiTARIES', 'solITARIES', 'sOlITARIES', 'soLITARIES', 'sOLITARIES']",4,3,reverse
militarily,RIPER,"['miliTARILy', 'MiliTARILy', 'mIliTARILy', 'MIliTARILy', 'miLiTARILy', 'MiLiTARILy', 'mILiTARILy', 'MILiTARILy', 'milITARILy', 'MilITARILy', 'mIlITARILy', 'MIlITARILy', 'miLITARILy', 'MiLITARILy', 'mILITARILy', 'MILITARILy']",3,3,reverse
mysteries,TRITE,"['mystERIES', 'mYstERIES', 'myStERIES', 'mYStERIES', 'mysTERIES', 'mYsTERIES', 'mySTERIES', 'mYSTERIES']",3,3,reverse
dieted,LEDUM,"['dieTED', 'dIeTED']",1,7,reverse
serpents,YENTA,"['SerpENTS', 'SErpENTS', 'SeRpENTS', 'SERpENTS', 'SerPENTS', 'SErPENTS', 'SeRPENTS', 'SERPENTS']",3,3,reverse
sussed,SegUe,"['SUsSed', 'SUsSeD']",0,1,reverse
smelled,EDleM,"['smeLlED', 'SmeLlED', 'sMeLlED', 'SMeLlED']",1,7,reverse
mongoloid,congo,"['mongoloId', 'MongoloId', 'mOngoloId', 'MOngoloId', 'mongoloID', 'MongoloID', 'mOngoloID', 'MOngoloID']",1,4,reverse
squashes,gAUGe,"['SqUAshes', 'SqUAsHes', 'SqUAshEs', 'SqUAsHEs', 'SqUAsheS', 'SqUAsHeS', 'SqUAshES', 'SqUAsHES']",0,1,reverse
gigue,SUsIs,['gIgUe'],0,1,reverse
tallet,TULle,"['TaLleT', 'TALleT']",1,7,reverse
wielded,EDLeM,"['WieLdED', 'WIeLdED']",1,7,reverse
whitethorn,BETER,"['whiTETHOrn', 'WhiTETHOrn', 'wHiTETHOrn', 'WHiTETHOrn', 'whITETHOrn', 'WhITETHOrn', 'wHITETHOrn', 'WHITETHOrn', 'whiTETHORn', 'WhiTETHORn', 'wHiTETHORn', 'WHiTETHORn', 'whITETHORn', 'WhITETHORn', 'wHITETHORn', 'WHITETHORn', 'whiTETHOrN', 'WhiTETHOrN', 'wHiTETHOrN', 'WHiTETHOrN', 'whITETHOrN', 'WhITETHOrN', 'wHITETHOrN', 'WHITETHOrN', 'whiTETHORN', 'WhiTETHORN', 'wHiTETHORN', 'WHiTETHORN', 'whITETHORN', 'WhITETHORN', 'wHITETHORN', 'WHITETHORN']",2,3,reverse
tenues,TUNTE,['tENUES'],0,3,reverse
prudential,PRENT,"['prudeNTIAL', 'pRudeNTIAL', 'prUdeNTIAL', 'pRUdeNTIAL', 'pruDeNTIAL', 'pRuDeNTIAL', 'prUDeNTIAL', 'pRUDeNTIAL', 'prudENTIAL', 'pRudENTIAL', 'prUdENTIAL', 'pRUdENTIAL', 'pruDENTIAL', 'pRuDENTIAL', 'prUDENTIAL', 'pRUDENTIAL']",4,3,reverse
beseeching,aSSeS,"['beSeeChing', 'BeSeeChing', 'beSeeCHing', 'BeSeeCHing', 'beSeeChIng', 'BeSeeChIng', 'beSeeCHIng', 'BeSeeCHIng', 'beSeeChiNg', 'BeSeeChiNg', 'beSeeCHiNg', 'BeSeeCHiNg', 'beSeeChINg', 'BeSeeChINg', 'beSeeCHINg', 'BeSeeCHINg', 'beSeeChinG', 'BeSeeChinG', 'beSeeCHinG', 'BeSeeCHinG', 'beSeeChInG', 'BeSeeChInG', 'beSeeCHInG', 'BeSeeCHInG', 'beSeeChiNG', 'BeSeeChiNG', 'beSeeCHiNG', 'BeSeeCHiNG', 'beSeeChING', 'BeSeeChING', 'beSeeCHING', 'BeSeeCHING']",1,1,reverse
ciggie,jinni,"['ciggie', 'cIggie']",1,4,reverse
ciggie,SIssI,"['cIggIe', 'CIggIe']",1,1,reverse
cemetery,LUMmE,"['cEmeTery', 'CEmeTery', 'cEmeTeRy', 'CEmeTeRy', 'cEmeTerY', 'CEmeTerY', 'cEmeTeRY', 'CEmeTeRY']",0,7,reverse
cemetery,DUMmE,"['cEmeTEry', 'CEmeTEry', 'cEmeTERy', 'CEmeTERy', 'cEmeTErY', 'CEmeTErY', 'cEmeTERY', 'CEmeTERY']",0,7,reverse
eluded,DELETe,['ELUDeD'],0,7,reverse
sauced,SaUCe,"['SaUCed', 'SaUCeD']",0,1,reverse
supervene,MITAU,"['suPERVEne', 'SuPERVEne', 'sUPERVEne', 'SUPERVEne', 'suPERVEnE', 'SuPERVEnE', 'sUPERVEnE', 'SUPERVEnE']",1,3,reverse
guitarist,RIPER,"['guiTARISt', 'GuiTARISt', 'gUiTARISt', 'GUiTARISt', 'guITARISt', 'GuITARISt', 'gUITARISt', 'GUITARISt']",2,3,reverse
militarist,RIPER,"['miliTARISt', 'MiliTARISt', 'mIliTARISt', 'MIliTARISt', 'miLiTARISt', 'MiLiTARISt', 'mILiTARISt', 'MILiTARISt', 'milITARISt', 'MilITARISt', 'mIlITARISt', 'MIlITARISt', 'miLITARISt', 'MiLITARISt', 'mILITARISt', 'MILITARISt']",3,3,reverse
rehydrate,TEPID,"['RehydRATE', 'REhydRATE', 'ReHydRATE', 'REHydRATE', 'RehYdRATE', 'REhYdRATE', 'ReHYdRATE', 'REHYdRATE', 'RehyDRATE', 'REhyDRATE', 'ReHyDRATE', 'REHyDRATE', 'RehYDRATE', 'REhYDRATE', 'ReHYDRATE', 'REHYDRATE']",4,3,reverse
sauntering,RITEN,"['saunTERINg', 'SaunTERINg', 'sAunTERINg', 'SAunTERINg', 'saUnTERINg', 'SaUnTERINg', 'sAUnTERINg', 'SAUnTERINg', 'sauNTERINg', 'SauNTERINg', 'sAuNTERINg', 'SAuNTERINg', 'saUNTERINg', 'SaUNTERINg', 'sAUNTERINg', 'SAUNTERINg']",3,3,reverse
biggie,jinni,"['biggie', 'bIggie']",1,4,reverse
biggie,SIssI,"['bIggIe', 'BIggIe']",1,1,reverse
modello,mädeL,"['modeLLO', 'mOdeLLO', 'moDeLLO', 'mODeLLO']",2,7,reverse
scrimmages,eSsAY,"['scrimMAgeS', 'ScrimMAgeS', 'sCrimMAgeS', 'SCrimMAgeS', 'scRimMAgeS', 'ScRimMAgeS', 'sCRimMAgeS', 'SCRimMAgeS', 'scrImMAgeS', 'ScrImMAgeS', 'sCrImMAgeS', 'SCrImMAgeS', 'scRImMAgeS', 'ScRImMAgeS', 'sCRImMAgeS', 'SCRImMAgeS', 'scriMMAgeS', 'ScriMMAgeS', 'sCriMMAgeS', 'SCriMMAgeS', 'scRiMMAgeS', 'ScRiMMAgeS', 'sCRiMMAgeS', 'SCRiMMAgeS', 'scrIMMAgeS', 'ScrIMMAgeS', 'sCrIMMAgeS', 'SCrIMMAgeS', 'scRIMMAgeS', 'ScRIMMAgeS', 'sCRIMMAgeS', 'SCRIMMAgeS']",5,1,reverse
appetizers,KRETA,"['appETIZErs', 'AppETIZErs', 'aPpETIZErs', 'APpETIZErs', 'apPETIZErs', 'ApPETIZErs', 'aPPETIZErs', 'APPETIZErs', 'appETIZErS', 'AppETIZErS', 'aPpETIZErS', 'APpETIZErS', 'apPETIZErS', 'ApPETIZErS', 'aPPETIZErS', 'APPETIZErS']",2,3,reverse
defraying,SPILT,"['deFRAYIng', 'DeFRAYIng', 'dEFRAYIng', 'DEFRAYIng', 'deFRAYInG', 'DeFRAYInG', 'dEFRAYInG', 'DEFRAYInG']",1,3,reverse
marketed,lEDUM,"['markeTED', 'mArkeTED', 'maRkeTED', 'mARkeTED', 'marKeTED', 'mArKeTED', 'maRKeTED', 'mARKeTED']",3,7,reverse
classicist,eIcKe,"['clasSicISt', 'ClasSicISt', 'cLasSicISt', 'CLasSicISt', 'clAsSicISt', 'ClAsSicISt', 'cLAsSicISt', 'CLAsSicISt', 'claSSicISt', 'ClaSSicISt', 'cLaSSicISt', 'CLaSSicISt', 'clASSicISt', 'ClASSicISt', 'cLASSicISt', 'CLASSicISt', 'clasSicIST', 'ClasSicIST', 'cLasSicIST', 'CLasSicIST', 'clAsSicIST', 'ClAsSicIST', 'cLAsSicIST', 'CLAsSicIST', 'claSSicIST', 'ClaSSicIST', 'cLaSSicIST', 'CLaSSicIST', 'clASSicIST', 'ClASSicIST', 'cLASSicIST', 'CLASSicIST']",4,1,reverse
dwelled,DELle,"['DweLleD', 'DWeLleD', 'DwELleD', 'DWELleD']",2,7,reverse
evolute,ELUTe,"['EvoLUTe', 'EVoLUTe', 'EvOLUTe', 'EVOLUTe']",2,7,reverse
itemize,RÖTER,"['iTEMiZe', 'ITEMiZe']",0,3,reverse
itemize,KRÖTE,"['itEMiZE', 'iTEMiZE']",1,3,reverse
hydrate,TEPID,"['HydRATE', 'HYdRATE', 'HyDRATE', 'HYDRATE']",2,3,reverse
antigens,TÜREN,"['anTIGeNs', 'AnTIGeNs', 'aNTIGeNs', 'ANTIGeNs']",1,3,reverse
quelled,EDleM,"['queLlED', 'QueLlED', 'qUeLlED', 'QUeLlED']",1,7,reverse
gawked,SkuAs,"['gAWked', 'gAWkeD']",0,1,reverse
mentation,REPENT,"['meNTATIOn', 'MeNTATIOn', 'mENTATIOn', 'MENTATIOn', 'meNTATION', 'MeNTATION', 'mENTATION', 'MENTATION']",1,3,reverse
nitriding,DRIER,"['niTRIDIng', 'NiTRIDIng', 'nITRIDIng', 'NITRIDIng', 'niTRIDInG', 'NiTRIDInG', 'nITRIDInG', 'NITRIDInG']",1,3,reverse
metalled,dELle,"['MetaLleD', 'MEtaLleD', 'MeTaLleD', 'METaLleD', 'MetALleD', 'MEtALleD', 'MeTALleD', 'METALleD']",3,7,reverse
expatriate,EPACT,"['eXPATRiate', 'EXPATRiate', 'eXPATRiAte', 'EXPATRiAte', 'eXPATRiaTe', 'EXPATRiaTe', 'eXPATRiATe', 'EXPATRiATe', 'eXPATRiatE', 'EXPATRiatE', 'eXPATRiAtE', 'EXPATRiAtE', 'eXPATRiaTE', 'EXPATRiaTE', 'eXPATRiATE', 'EXPATRiATE']",0,3,reverse
centering,RITEN,"['cenTERINg', 'CenTERINg', 'cEnTERINg', 'CEnTERINg', 'ceNTERINg', 'CeNTERINg', 'cENTERINg', 'CENTERINg']",2,3,reverse
catteries,TRITE,"['cattERIES', 'cAttERIES', 'caTtERIES', 'cATtERIES', 'catTERIES', 'cAtTERIES', 'caTTERIES', 'cATTERIES']",3,3,reverse
mullet,dULde,"['MuLLeT', 'MULLeT']",1,7,reverse
pummelled,EDleM,"['pummeLlED', 'PummeLlED', 'pUmmeLlED', 'PUmmeLlED', 'puMmeLlED', 'PuMmeLlED', 'pUMmeLlED', 'PUMmeLlED', 'pumMeLlED', 'PumMeLlED', 'pUmMeLlED', 'PUmMeLlED', 'puMMeLlED', 'PuMMeLlED', 'pUMMeLlED', 'PUMMeLlED']",3,7,reverse
distilled,DELle,"['DistiLleD', 'DIstiLleD', 'DiStiLleD', 'DIStiLleD', 'DisTiLleD', 'DIsTiLleD', 'DiSTiLleD', 'DISTiLleD', 'DistILleD', 'DIstILleD', 'DiStILleD', 'DIStILleD', 'DisTILleD', 'DIsTILleD', 'DiSTILleD', 'DISTILleD']",4,7,reverse
integer,TÜTEN,"['inTEGeR', 'iNTEGeR']",1,3,reverse
mulled,dELle,"['MuLleD', 'MULleD']",1,7,reverse
austenite,ERNTE,"['austENITE', 'aUstENITE', 'auStENITE', 'aUStENITE', 'ausTENITE', 'aUsTENITE', 'auSTENITE', 'aUSTENITE']",3,3,reverse
stepfather,PLATE,"['stEPFATher', 'StEPFATher', 'sTEPFATher', 'STEPFATher', 'stEPFAThEr', 'StEPFAThEr', 'sTEPFAThEr', 'STEPFAThEr', 'stEPFATheR', 'StEPFATheR', 'sTEPFATheR', 'STEPFATheR', 'stEPFAThER', 'StEPFAThER', 'sTEPFAThER', 'STEPFAThER']",1,3,reverse
demoiselle,EDleM,"['DemoiseLlE', 'DEmoiseLlE', 'DeMoiseLlE', 'DEMoiseLlE', 'DemOiseLlE', 'DEmOiseLlE', 'DeMOiseLlE', 'DEMOiseLlE', 'DemoIseLlE', 'DEmoIseLlE', 'DeMoIseLlE', 'DEMoIseLlE', 'DemOIseLlE', 'DEmOIseLlE', 'DeMOIseLlE', 'DEMOIseLlE', 'DemoiSeLlE', 'DEmoiSeLlE', 'DeMoiSeLlE', 'DEMoiSeLlE', 'DemOiSeLlE', 'DEmOiSeLlE', 'DeMOiSeLlE', 'DEMOiSeLlE', 'DemoISeLlE', 'DEmoISeLlE', 'DeMoISeLlE', 'DEMoISeLlE', 'DemOISeLlE', 'DEmOISeLlE', 'DeMOISeLlE', 'DEMOISeLlE']",5,7,reverse
affray,SPILL,"['AfFRAY', 'AFFRAY']",1,3,reverse
fertilizes,FREIT,"['feRTILIzes', 'FeRTILIzes', 'fERTILIzes', 'FERTILIzes', 'feRTILIzEs', 'FeRTILIzEs', 'fERTILIzEs', 'FERTILIzEs', 'feRTILIzeS', 'FeRTILIzeS', 'fERTILIzeS', 'FERTILIzeS', 'feRTILIzES', 'FeRTILIzES', 'fERTILIzES', 'FERTILIzES']",1,3,reverse
varietal,PETRI,"['varIETAL', 'vArIETAL', 'vaRIETAL', 'vARIETAL']",2,3,reverse
stemmed,MEmeL,"['steMmEd', 'SteMmEd', 'sTeMmEd', 'STeMmEd']",1,7,reverse
militaria,RIPER,"['miliTARIA', 'mIliTARIA', 'miLiTARIA', 'mILiTARIA', 'milITARIA', 'mIlITARIA', 'miLITARIA', 'mILITARIA']",3,3,reverse
flatteries,TRITE,"['flattERIES', 'fLattERIES', 'flAttERIES', 'fLAttERIES', 'flaTtERIES', 'fLaTtERIES', 'flATtERIES', 'fLATtERIES', 'flatTERIES', 'fLatTERIES', 'flAtTERIES', 'fLAtTERIES', 'flaTTERIES', 'fLaTTERIES', 'flATTERIES', 'fLATTERIES']",4,3,reverse
parallelly,deLle,"['paraLleLLy', 'ParaLleLLy', 'pAraLleLLy', 'PAraLleLLy', 'paRaLleLLy', 'PaRaLleLLy', 'pARaLleLLy', 'PARaLleLLy', 'parALleLLy', 'ParALleLLy', 'pArALleLLy', 'PArALleLLy', 'paRALleLLy', 'PaRALleLLy', 'pARALleLLy', 'PARALleLLy', 'paraLleLLY', 'ParaLleLLY', 'pAraLleLLY', 'PAraLleLLY', 'paRaLleLLY', 'PaRaLleLLY', 'pARaLleLLY', 'PARaLleLLY', 'parALleLLY', 'ParALleLLY', 'pArALleLLY', 'PArALleLLY', 'paRALleLLY', 'PaRALleLLY', 'pARALleLLY', 'PARALleLLY']",2,7,reverse
tertia,REITE,['tERTIA'],0,3,reverse
militaries,RIPER,"['miliTARIEs', 'MiliTARIEs', 'mIliTARIEs', 'MIliTARIEs', 'miLiTARIEs', 'MiLiTARIEs', 'mILiTARIEs', 'MILiTARIEs', 'milITARIEs', 'MilITARIEs', 'mIlITARIEs', 'MIlITARIEs', 'miLITARIEs', 'MiLITARIEs', 'mILITARIEs', 'MILITARIEs']",3,3,reverse
militaries,TRIPE,"['militARIES', 'mIlitARIES', 'miLitARIES', 'mILitARIES', 'milItARIES', 'mIlItARIES', 'miLItARIES', 'mILItARIES', 'miliTARIES', 'mIliTARIES', 'miLiTARIES', 'mILiTARIES', 'milITARIES', 'mIlITARIES', 'miLITARIES', 'mILITARIES']",4,3,reverse
taupe,TAUPE,['TAUPE'],0,3,reverse
tokamak,kAYAk,"['tokAMAk', 'TokAMAk', 'tOkAMAk', 'TOkAMAk']",2,1,reverse
meeker,SiSSY,"['MeeKer', 'MeeKeR']",0,1,reverse
judicial,chili,"['judicial', 'jUdicial', 'juDicial', 'jUDicial', 'judIcial', 'jUdIcial', 'juDIcial', 'jUDIcial']",3,4,reverse
substitute,TEUER,"['SubstiTUTE', 'SUbstiTUTE', 'SuBstiTUTE', 'SUBstiTUTE', 'SubStiTUTE', 'SUbStiTUTE', 'SuBStiTUTE', 'SUBStiTUTE', 'SubsTiTUTE', 'SUbsTiTUTE', 'SuBsTiTUTE', 'SUBsTiTUTE', 'SubSTiTUTE', 'SUbSTiTUTE', 'SuBSTiTUTE', 'SUBSTiTUTE', 'SubstITUTE', 'SUbstITUTE', 'SuBstITUTE', 'SUBstITUTE', 'SubStITUTE', 'SUbStITUTE', 'SuBStITUTE', 'SUBStITUTE', 'SubsTITUTE', 'SUbsTITUTE', 'SuBsTITUTE', 'SUBsTITUTE', 'SubSTITUTE', 'SUbSTITUTE', 'SuBSTITUTE', 'SUBSTITUTE']",5,3,reverse
coterie,TRITE,"['CotERIE', 'COtERIE', 'CoTERIE', 'COTERIE']",2,3,reverse
classical,AcKee,"['claSSicAl', 'ClaSSicAl', 'cLaSSicAl', 'CLaSSicAl', 'clASSicAl', 'ClASSicAl', 'cLASSicAl', 'CLASSicAl', 'claSSicAL', 'ClaSSicAL', 'cLaSSicAL', 'CLaSSicAL', 'clASSicAL', 'ClASSicAL', 'cLASSicAL', 'CLASSicAL']",3,1,reverse
wysiwyg,sOwIe,"['wySIwyg', 'WySIwyg', 'wYSIwyg', 'WYSIwyg']",2,1,reverse
winterize,RITEN,"['winTERIZe', 'WinTERIZe', 'wInTERIZe', 'WInTERIZe', 'wiNTERIZe', 'WiNTERIZe', 'wINTERIZe', 'WINTERIZe']",2,3,reverse
gamay,MAYAs,['gAMAY'],0,1,reverse
strenuous,UNTIE,"['stRENUOus', 'StRENUOus', 'sTRENUOus', 'STRENUOus', 'stRENUOUs', 'StRENUOUs', 'sTRENUOUs', 'STRENUOUs', 'stRENUOuS', 'StRENUOuS', 'sTRENUOuS', 'STRENUOuS', 'stRENUOUS', 'StRENUOUS', 'sTRENUOUS', 'STRENUOUS']",1,3,reverse
sicked,SicKe,"['SicKed', 'SicKeD']",0,1,reverse
megastars,gAsSY,"['MegAstars', 'MegAsTars', 'MegAstArs', 'MegAsTArs', 'MegAstaRs', 'MegAsTaRs', 'MegAstARs', 'MegAsTARs', 'MegAstarS', 'MegAsTarS', 'MegAstArS', 'MegAsTArS', 'MegAstaRS', 'MegAsTaRS', 'MegAstARS', 'MegAsTARS']",0,1,reverse
cantrips,ARIEN,"['canTRIPS', 'cAnTRIPS', 'caNTRIPS', 'cANTRIPS']",2,3,reverse
presbytery,SITES,"['PresbyTERY', 'PResbyTERY', 'PrEsbyTERY', 'PREsbyTERY', 'PreSbyTERY', 'PReSbyTERY', 'PrESbyTERY', 'PRESbyTERY', 'PresByTERY', 'PResByTERY', 'PrEsByTERY', 'PREsByTERY', 'PreSByTERY', 'PReSByTERY', 'PrESByTERY', 'PRESByTERY', 'PresbYTERY', 'PResbYTERY', 'PrEsbYTERY', 'PREsbYTERY', 'PreSbYTERY', 'PReSbYTERY', 'PrESbYTERY', 'PRESbYTERY', 'PresBYTERY', 'PResBYTERY', 'PrEsBYTERY', 'PREsBYTERY', 'PreSBYTERY', 'PReSBYTERY', 'PrESBYTERY', 'PRESBYTERY']",5,3,reverse
hemicycle,cOcKY,"['heMicycle', 'HeMicycle', 'hEMicycle', 'HEMicycle', 'heMicycLe', 'HeMicycLe', 'hEMicycLe', 'HEMicycLe', 'heMicyclE', 'HeMicyclE', 'hEMicyclE', 'HEMicyclE', 'heMicycLE', 'HeMicycLE', 'hEMicycLE', 'HEMicycLE']",2,1,reverse
itemizing,RÖTER,"['iTEMiZing', 'ITEMiZing', 'iTEMiZiNg', 'ITEMiZiNg', 'iTEMiZinG', 'ITEMiZinG', 'iTEMiZiNG', 'ITEMiZiNG']",0,3,reverse
itemizing,KRÖTE,"['itEMiZIng', 'ItEMiZIng', 'iTEMiZIng', 'ITEMiZIng', 'itEMiZInG', 'ItEMiZInG', 'iTEMiZInG', 'ITEMiZInG']",1,3,reverse
anterior,RITEN,"['anTERIOr', 'AnTERIOr', 'aNTERIOr', 'ANTERIOr', 'anTERIOR', 'AnTERIOR', 'aNTERIOR', 'ANTERIOR']",1,3,reverse
yelled,EDleM,"['yeLlED', 'YeLlED']",0,7,reverse
bettered,TEETH,"['bETTERed', 'BETTERed', 'bETTEReD', 'BETTEReD']",0,3,reverse
licentiate,PRENT,"['liceNTIATe', 'LiceNTIATe', 'lIceNTIATe', 'LIceNTIATe', 'liCeNTIATe', 'LiCeNTIATe', 'lICeNTIATe', 'LICeNTIATe', 'licENTIATe', 'LicENTIATe', 'lIcENTIATe', 'LIcENTIATe', 'liCENTIATe', 'LiCENTIATe', 'lICENTIATe', 'LICENTIATe']",3,3,reverse
vestibule,FUHRE,"['vestIBULE', 'vEstIBULE', 'veStIBULE', 'vEStIBULE', 'vesTIBULE', 'vEsTIBULE', 'veSTIBULE', 'vESTIBULE']",3,3,reverse
hostelries,TRIFT,"['hosteLRIES', 'hOsteLRIES', 'hoSteLRIES', 'hOSteLRIES', 'hosTeLRIES', 'hOsTeLRIES', 'hoSTeLRIES', 'hOSTeLRIES', 'hostELRIES', 'hOstELRIES', 'hoStELRIES', 'hOStELRIES', 'hosTELRIES', 'hOsTELRIES', 'hoSTELRIES', 'hOSTELRIES']",4,3,reverse
palooka,mooch,"['palooka', 'Palooka', 'pAlooka', 'PAlooka']",0,4,reverse
antiphons,BAREN,"['anTIPHOns', 'AnTIPHOns', 'aNTIPHOns', 'ANTIPHOns', 'anTIPHONs', 'AnTIPHONs', 'aNTIPHONs', 'ANTIPHONs', 'anTIPHOnS', 'AnTIPHOnS', 'aNTIPHOnS', 'ANTIPHOnS', 'anTIPHONS', 'AnTIPHONS', 'aNTIPHONS', 'ANTIPHONS']",1,3,reverse
mayas,gAMAY,['MAYAs'],0,1,reverse
mongoloids,congo,"['mongoloIds', 'MongoloIds', 'mOngoloIds', 'MOngoloIds', 'mongoloIDs', 'MongoloIDs', 'mOngoloIDs', 'MOngoloIDs', 'mongoloIdS', 'MongoloIdS', 'mOngoloIdS', 'MOngoloIdS', 'mongoloIDS', 'MongoloIDS', 'mOngoloIDS', 'MOngoloIDS']",1,4,reverse
supervisor,MITAU,"['suPERVIsor', 'SuPERVIsor', 'sUPERVIsor', 'SUPERVIsor', 'suPERVIsOr', 'SuPERVIsOr', 'sUPERVIsOr', 'SUPERVIsOr', 'suPERVIsoR', 'SuPERVIsoR', 'sUPERVIsoR', 'SUPERVIsoR', 'suPERVIsOR', 'SuPERVIsOR', 'sUPERVIsOR', 'SUPERVIsOR']",1,3,reverse
micelle,eDleM,"['MiceLlE', 'MIceLlE', 'MiCeLlE', 'MICeLlE']",2,7,reverse
tenpenny,TANTE,"['tENPENny', 'TENPENny', 'tENPENnY', 'TENPENnY']",0,3,reverse
nosegay,MAsSe,"['noSegAY', 'NoSegAY', 'nOSegAY', 'NOSegAY']",2,1,reverse
skyward,AwOke,"['SkywArd', 'SkywARd', 'SkywArD', 'SkywARD']",0,1,reverse
hypnagogic,linon,"['hypnagogic', 'hYpnagogic', 'hyPnagogic', 'hYPnagogic', 'hypNagogic', 'hYpNagogic', 'hyPNagogic', 'hYPNagogic', 'hypnAgogic', 'hYpnAgogic', 'hyPnAgogic', 'hYPnAgogic', 'hypNAgogic', 'hYpNAgogic', 'hyPNAgogic', 'hYPNAgogic', 'hypnaGogic', 'hYpnaGogic', 'hyPnaGogic', 'hYPnaGogic', 'hypNaGogic', 'hYpNaGogic', 'hyPNaGogic', 'hYPNaGogic', 'hypnAGogic', 'hYpnAGogic', 'hyPnAGogic', 'hYPnAGogic', 'hypNAGogic', 'hYpNAGogic', 'hyPNAGogic', 'hYPNAGogic']",4,4,reverse
contention,ENTEN,"['conTENTIon', 'ConTENTIon', 'cOnTENTIon', 'COnTENTIon', 'coNTENTIon', 'CoNTENTIon', 'cONTENTIon', 'CONTENTIon', 'conTENTIoN', 'ConTENTIoN', 'cOnTENTIoN', 'COnTENTIoN', 'coNTENTIoN', 'CoNTENTIoN', 'cONTENTIoN', 'CONTENTIoN']",2,3,reverse
