original_word,new_word,case_variations,starting_letter,offset,direction
contention,RENTE,"['contENTIOn', 'ContENTIOn', 'cOntENTIOn', 'COntENTIOn', 'coNtENTIOn', 'CoNtENTIOn', 'cONtENTIOn', 'CONtENTIOn', 'conTENTIOn', 'ConTENTIOn', 'cOnTENTIOn', 'COnTENTIOn', 'coNTENTIOn', 'CoNTENTIOn', 'cONTENTIOn', 'CONTENTIOn', 'contENTION', 'ContENTION', 'cOntENTION', 'COntENTION', 'coNtENTION', 'CoNtENTION', 'cONtENTION', 'CONtENTION', 'conTENTION', 'ConTENTION', 'cOnTENTION', 'COnTENTION', 'coNTENTION', 'CoNTENTION', 'cONTENTION', 'CONTENTION']",3,3,reverse
contention,RENTEN,"['conTENTIOn', 'ConTENTIOn', 'cOnTENTIOn', 'COnTENTIOn', 'coNTENTIOn', 'CoNTENTIOn', 'cONTENTIOn', 'CONTENTIOn', 'conTENTION', 'ConTENTION', 'cOnTENTION', 'COnTENTION', 'coNTENTION', 'CoNTENTION', 'cONTENTION', 'CONTENTION']",2,3,reverse
mallee,mELde,"['maLLeE', 'mALLeE']",1,7,reverse
sapient,ENTRAP,"['SaPIENT', 'SAPIENT']",1,3,reverse
hummels,eMmeT,"['hUMmeLs', 'HUMmeLs', 'hUMmeLS', 'HUMmeLS']",0,7,reverse
beseeches,aSSeS,"['beSeeChes', 'BeSeeChes', 'beSeeCHes', 'BeSeeCHes', 'beSeeChEs', 'BeSeeChEs', 'beSeeCHEs', 'BeSeeCHEs', 'beSeeCheS', 'BeSeeCheS', 'beSeeCHeS', 'BeSeeCHeS', 'beSeeChES', 'BeSeeChES', 'beSeeCHES', 'BeSeeCHES']",1,1,reverse
seething,BETTY,"['sEETHIng', 'SEETHIng', 'sEETHInG', 'SEETHInG']",0,3,reverse
fertilised,FREIT,"['feRTILIsed', 'FeRTILIsed', 'fERTILIsed', 'FERTILIsed', 'feRTILIsEd', 'FeRTILIsEd', 'fERTILIsEd', 'FERTILIsEd', 'feRTILIseD', 'FeRTILIseD', 'fERTILIseD', 'FERTILIseD', 'feRTILIsED', 'FeRTILIsED', 'fERTILIsED', 'FERTILIsED']",1,3,reverse
allele,DeLle,"['aLleLE', 'ALleLE']",0,7,reverse
lolled,dELle,"['LoLleD', 'LOLleD']",1,7,reverse
credential,PRENT,"['credeNTIAL', 'cRedeNTIAL', 'crEdeNTIAL', 'cREdeNTIAL', 'creDeNTIAL', 'cReDeNTIAL', 'crEDeNTIAL', 'cREDeNTIAL', 'credENTIAL', 'cRedENTIAL', 'crEdENTIAL', 'cREdENTIAL', 'creDENTIAL', 'cReDENTIAL', 'crEDENTIAL', 'cREDENTIAL']",4,3,reverse
betterment,TEETH,"['bETTERment', 'BETTERment', 'bETTERmEnt', 'BETTERmEnt', 'bETTERmeNt', 'BETTERmeNt', 'bETTERmENt', 'BETTERmENt', 'bETTERmenT', 'BETTERmenT', 'bETTERmEnT', 'BETTERmEnT', 'bETTERmeNT', 'BETTERmeNT', 'bETTERmENT', 'BETTERmENT']",0,3,reverse
lemel,leMeL,['leMeL'],0,7,reverse
emmet,LUMme,['eMmeT'],0,7,reverse
emmet,DUMme,['EMmeT'],0,7,reverse
perithecia,BERIT,"['peRITHEcia', 'PeRITHEcia', 'pERITHEcia', 'PERITHEcia', 'peRITHEcIa', 'PeRITHEcIa', 'pERITHEcIa', 'PERITHEcIa', 'peRITHEciA', 'PeRITHEciA', 'pERITHEciA', 'PERITHEciA', 'peRITHEcIA', 'PeRITHEcIA', 'pERITHEcIA', 'PERITHEcIA']",1,3,reverse
bummed,EMmeT,"['bUMmeD', 'BUMmeD']",0,7,reverse
kaikai,KAiKAi,['KAiKAi'],0,1,reverse
marshalled,dELle,"['MarshaLleD', 'MArshaLleD', 'MaRshaLleD', 'MARshaLleD', 'MarShaLleD', 'MArShaLleD', 'MaRShaLleD', 'MARShaLleD', 'MarsHaLleD', 'MArsHaLleD', 'MaRsHaLleD', 'MARsHaLleD', 'MarSHaLleD', 'MArSHaLleD', 'MaRSHaLleD', 'MARSHaLleD', 'MarshALleD', 'MArshALleD', 'MaRshALleD', 'MARshALleD', 'MarShALleD', 'MArShALleD', 'MaRShALleD', 'MARShALleD', 'MarsHALleD', 'MArsHALleD', 'MaRsHALleD', 'MARsHALleD', 'MarSHALleD', 'MArSHALleD', 'MaRSHALleD', 'MARSHALleD']",5,7,reverse
nostalgic,linch,"['nostalgic', 'nOstalgic', 'noStalgic', 'nOStalgic', 'nosTalgic', 'nOsTalgic', 'noSTalgic', 'nOSTalgic', 'nostAlgic', 'nOstAlgic', 'noStAlgic', 'nOStAlgic', 'nosTAlgic', 'nOsTAlgic', 'noSTAlgic', 'nOSTAlgic']",4,4,reverse
pummel,eMmeT,"['pUMmeL', 'PUMmeL']",0,7,reverse
cheeriest,TRITT,"['cheERIESt', 'CheERIESt', 'cHeERIESt', 'CHeERIESt', 'chEERIESt', 'ChEERIESt', 'cHEERIESt', 'CHEERIESt']",2,3,reverse
peptic,REATA,['pEPTIC'],0,3,reverse
martello,mädeL,"['marteLLO', 'mArteLLO', 'maRteLLO', 'mARteLLO', 'marTeLLO', 'mArTeLLO', 'maRTeLLO', 'mARTeLLO']",3,7,reverse
defrayed,SPILT,"['deFRAYEd', 'DeFRAYEd', 'dEFRAYEd', 'DEFRAYEd']",1,3,reverse
detentions,RENTE,"['detENTIOns', 'DetENTIOns', 'dEtENTIOns', 'DEtENTIOns', 'deTENTIOns', 'DeTENTIOns', 'dETENTIOns', 'DETENTIOns', 'detENTIONs', 'DetENTIONs', 'dEtENTIONs', 'DEtENTIONs', 'deTENTIONs', 'DeTENTIONs', 'dETENTIONs', 'DETENTIONs', 'detENTIOnS', 'DetENTIOnS', 'dEtENTIOnS', 'DEtENTIOnS', 'deTENTIOnS', 'DeTENTIOnS', 'dETENTIOnS', 'DETENTIOnS', 'detENTIONS', 'DetENTIONS', 'dEtENTIONS', 'DEtENTIONS', 'deTENTIONS', 'DeTENTIONS', 'dETENTIONS', 'DETENTIONS']",2,3,reverse
micky,MicKY,['MicKY'],0,1,reverse
seethed,BETTY,"['sEETHEd', 'SEETHEd']",0,3,reverse
celled,EDleM,"['ceLlED', 'CeLlED']",0,7,reverse
dissolute,ELUTe,"['DissoLUTe', 'DIssoLUTe', 'DiSsoLUTe', 'DISsoLUTe', 'DisSoLUTe', 'DIsSoLUTe', 'DiSSoLUTe', 'DISSoLUTe', 'DissOLUTe', 'DIssOLUTe', 'DiSsOLUTe', 'DISsOLUTe', 'DisSOLUTe', 'DIsSOLUTe', 'DiSSOLUTe', 'DISSOLUTe']",4,7,reverse
guitarists,RIPER,"['guiTARISts', 'GuiTARISts', 'gUiTARISts', 'GUiTARISts', 'guITARISts', 'GuITARISts', 'gUITARISts', 'GUITARISts', 'guiTARIStS', 'GuiTARIStS', 'gUiTARIStS', 'GUiTARIStS', 'guITARIStS', 'GuITARIStS', 'gUITARIStS', 'GUITARIStS']",2,3,reverse
meted,lEDUM,['meTED'],0,7,reverse
muleteers,ELUDe,"['muLETeErs', 'MuLETeErs', 'mULETeErs', 'MULETeErs', 'muLETeERs', 'MuLETeERs', 'mULETeERs', 'MULETeERs', 'muLETeErS', 'MuLETeErS', 'mULETeErS', 'MULETeErS', 'muLETeERS', 'MuLETeERS', 'mULETeERS', 'MULETeERS']",1,7,reverse
gentian,PRENT,"['geNTIAN', 'gENTIAN']",1,3,reverse
drilled,DELle,"['DriLleD', 'DRiLleD', 'DrILleD', 'DRILleD']",2,7,reverse
septa,PEATY,['SEPTA'],0,3,reverse
moulded,dELLe,"['MouLdeD', 'MOuLdeD', 'MoULdeD', 'MOULdeD']",2,7,reverse
millet,dULde,"['MiLLeT', 'MILLeT']",1,7,reverse
skywards,AwOke,"['SkywArds', 'SkywARds', 'SkywArDs', 'SkywARDs', 'SkywArdS', 'SkywARdS', 'SkywArDS', 'SkywARDS']",0,1,reverse
polyuria,PRIUS,"['PolyURIA', 'POlyURIA', 'PoLyURIA', 'POLyURIA', 'PolYURIA', 'POlYURIA', 'PoLYURIA', 'POLYURIA']",3,3,reverse
barbettes,TEETH,"['barbETTES', 'bArbETTES', 'baRbETTES', 'bARbETTES', 'barBETTES', 'bArBETTES', 'baRBETTES', 'bARBETTES']",3,3,reverse
integers,TÜTEN,"['inTEGeRs', 'InTEGeRs', 'iNTEGeRs', 'INTEGeRs']",1,3,reverse
militarize,RIPER,"['miliTARIZe', 'MiliTARIZe', 'mIliTARIZe', 'MIliTARIZe', 'miLiTARIZe', 'MiLiTARIZe', 'mILiTARIZe', 'MILiTARIZe', 'milITARIZe', 'MilITARIZe', 'mIlITARIZe', 'MIlITARIZe', 'miLITARIZe', 'MiLITARIZe', 'mILITARIZe', 'MILITARIZe']",3,3,reverse
untethered,BETEN,"['unTETHEred', 'UnTETHEred', 'uNTETHEred', 'UNTETHEred', 'unTETHErEd', 'UnTETHErEd', 'uNTETHErEd', 'UNTETHErEd', 'unTETHEreD', 'UnTETHEreD', 'uNTETHEreD', 'UNTETHEreD', 'unTETHErED', 'UnTETHErED', 'uNTETHErED', 'UNTETHErED']",1,3,reverse
triste,EYRIE,['tRISTE'],0,3,reverse
watertight,REITE,"['watERTIGHt', 'WatERTIGHt', 'wAtERTIGHt', 'WAtERTIGHt', 'waTERTIGHt', 'WaTERTIGHt', 'wATERTIGHt', 'WATERTIGHt', 'watERTIGHT', 'WatERTIGHT', 'wAtERTIGHT', 'WAtERTIGHT', 'waTERTIGHT', 'WaTERTIGHT', 'wATERTIGHT', 'WATERTIGHT']",2,3,reverse
loiterers,TITER,"['loiTERERs', 'LoiTERERs', 'lOiTERERs', 'LOiTERERs', 'loITERERs', 'LoITERERs', 'lOITERERs', 'LOITERERs']",2,3,reverse
intermezzo,VITEN,"['inTERMEzzo', 'InTERMEzzo', 'iNTERMEzzo', 'INTERMEzzo', 'inTERMEzZo', 'InTERMEzZo', 'iNTERMEzZo', 'INTERMEzZo', 'inTERMEzzO', 'InTERMEzzO', 'iNTERMEzzO', 'INTERMEzzO', 'inTERMEzZO', 'InTERMEzZO', 'iNTERMEzZO', 'INTERMEzZO']",1,3,reverse
fertilized,FREIT,"['feRTILIzed', 'FeRTILIzed', 'fERTILIzed', 'FERTILIzed', 'feRTILIzEd', 'FeRTILIzEd', 'fERTILIzEd', 'FERTILIzEd', 'feRTILIzeD', 'FeRTILIzeD', 'fERTILIzeD', 'FERTILIzeD', 'feRTILIzED', 'FeRTILIzED', 'fERTILIzED', 'FERTILIzED']",1,3,reverse
skewering,SuSie,"['SKeWering', 'SKeWeRing', 'SKeWerIng', 'SKeWeRIng', 'SKeWeriNg', 'SKeWeRiNg', 'SKeWerINg', 'SKeWeRINg', 'SKeWerinG', 'SKeWeRinG', 'SKeWerInG', 'SKeWeRInG', 'SKeWeriNG', 'SKeWeRiNG', 'SKeWerING', 'SKeWeRING']",0,1,reverse
wintering,RITEN,"['winTERINg', 'WinTERINg', 'wInTERINg', 'WInTERINg', 'wiNTERINg', 'WiNTERINg', 'wINTERINg', 'WINTERINg']",2,3,reverse
flypaper,TAPAS,"['flyPAPER', 'fLyPAPER', 'flYPAPER', 'fLYPAPER']",2,3,reverse
swelled,EDleM,"['sweLlED', 'SweLlED', 'sWeLlED', 'SWeLlED']",1,7,reverse
resolutely,eLUTe,"['resoLUTeLy', 'ResoLUTeLy', 'rEsoLUTeLy', 'REsoLUTeLy', 'reSoLUTeLy', 'ReSoLUTeLy', 'rESoLUTeLy', 'RESoLUTeLy', 'resOLUTeLy', 'ResOLUTeLy', 'rEsOLUTeLy', 'REsOLUTeLy', 'reSOLUTeLy', 'ReSOLUTeLy', 'rESOLUTeLy', 'RESOLUTeLy', 'resoLUTeLY', 'ResoLUTeLY', 'rEsoLUTeLY', 'REsoLUTeLY', 'reSoLUTeLY', 'ReSoLUTeLY', 'rESoLUTeLY', 'RESoLUTeLY', 'resOLUTeLY', 'ResOLUTeLY', 'rEsOLUTeLY', 'REsOLUTeLY', 'reSOLUTeLY', 'ReSOLUTeLY', 'rESOLUTeLY', 'RESOLUTeLY']",3,7,reverse
disseisin,KeKSe,"['disSeiSin', 'DisSeiSin', 'dIsSeiSin', 'DIsSeiSin', 'diSSeiSin', 'DiSSeiSin', 'dISSeiSin', 'DISSeiSin', 'disSeiSiN', 'DisSeiSiN', 'dIsSeiSiN', 'DIsSeiSiN', 'diSSeiSiN', 'DiSSeiSiN', 'dISSeiSiN', 'DISSeiSiN']",3,1,reverse
vesical,CaKeS,"['veSiCal', 'VeSiCal', 'veSiCaL', 'VeSiCaL']",1,1,reverse
whimsical,CaKeY,"['whiMSiCal', 'WhiMSiCal', 'wHiMSiCal', 'WHiMSiCal', 'whIMSiCal', 'WhIMSiCal', 'wHIMSiCal', 'WHIMSiCal', 'whiMSiCaL', 'WhiMSiCaL', 'wHiMSiCaL', 'WHiMSiCaL', 'whIMSiCaL', 'WhIMSiCaL', 'wHIMSiCaL', 'WHIMSiCaL']",3,1,reverse
entity,SEREN,"['EnTITY', 'ENTITY']",1,3,reverse
fruitarian,RIPER,"['fruiTARIAn', 'FruiTARIAn', 'fRuiTARIAn', 'FRuiTARIAn', 'frUiTARIAn', 'FrUiTARIAn', 'fRUiTARIAn', 'FRUiTARIAn', 'fruITARIAn', 'FruITARIAn', 'fRuITARIAn', 'FRuITARIAn', 'frUITARIAn', 'FrUITARIAn', 'fRUITARIAn', 'FRUITARIAn']",3,3,reverse
better,TEETH,['bETTER'],0,3,reverse
sitarist,RIPER,"['siTARISt', 'SiTARISt', 'sITARISt', 'SITARISt']",1,3,reverse
hyperacute,PITAS,"['hyPERACute', 'HyPERACute', 'hYPERACute', 'HYPERACute', 'hyPERACuTe', 'HyPERACuTe', 'hYPERACuTe', 'HYPERACuTe', 'hyPERACutE', 'HyPERACutE', 'hYPERACutE', 'HYPERACutE', 'hyPERACuTE', 'HyPERACuTE', 'hYPERACuTE', 'HYPERACuTE']",1,3,reverse
tertiary,REITE,"['tERTIAry', 'TERTIAry', 'tERTIArY', 'TERTIArY']",0,3,reverse
dementia,PRENT,"['DemeNTIA', 'DEmeNTIA', 'DeMeNTIA', 'DEMeNTIA', 'DemENTIA', 'DEmENTIA', 'DeMENTIA', 'DEMENTIA']",3,3,reverse
interiors,RITEN,"['inTERIOrs', 'InTERIOrs', 'iNTERIOrs', 'INTERIOrs', 'inTERIORs', 'InTERIORs', 'iNTERIORs', 'INTERIORs', 'inTERIOrS', 'InTERIOrS', 'iNTERIOrS', 'INTERIOrS', 'inTERIORS', 'InTERIORS', 'iNTERIORS', 'INTERIORS']",1,3,reverse
pressie,SIegS,"['presSIe', 'PresSIe', 'pResSIe', 'PResSIe']",2,1,reverse
essentials,PRENT,"['esseNTIALs', 'EsseNTIALs', 'eSseNTIALs', 'ESseNTIALs', 'esSeNTIALs', 'EsSeNTIALs', 'eSSeNTIALs', 'ESSeNTIALs', 'essENTIALs', 'EssENTIALs', 'eSsENTIALs', 'ESsENTIALs', 'esSENTIALs', 'EsSENTIALs', 'eSSENTIALs', 'ESSENTIALs']",3,3,reverse
potentials,RENTE,"['potENTIAls', 'PotENTIAls', 'pOtENTIAls', 'POtENTIAls', 'poTENTIAls', 'PoTENTIAls', 'pOTENTIAls', 'POTENTIAls', 'potENTIAlS', 'PotENTIAlS', 'pOtENTIAlS', 'POtENTIAlS', 'poTENTIAlS', 'PoTENTIAlS', 'pOTENTIAlS', 'POTENTIAlS']",1,3,reverse
potentials,PRENT,"['poteNTIALs', 'PoteNTIALs', 'pOteNTIALs', 'POteNTIALs', 'poTeNTIALs', 'PoTeNTIALs', 'pOTeNTIALs', 'POTeNTIALs', 'potENTIALs', 'PotENTIALs', 'pOtENTIALs', 'POtENTIALs', 'poTENTIALs', 'PoTENTIALs', 'pOTENTIALs', 'POTENTIALs']",2,3,reverse
untypical,RASEN,"['unTYPICal', 'UnTYPICal', 'uNTYPICal', 'UNTYPICal', 'unTYPICaL', 'UnTYPICaL', 'uNTYPICaL', 'UNTYPICaL']",1,3,reverse
intentions,ENTEN,"['inTENTIons', 'InTENTIons', 'iNTENTIons', 'INTENTIons', 'inTENTIoNs', 'InTENTIoNs', 'iNTENTIoNs', 'INTENTIoNs', 'inTENTIonS', 'InTENTIonS', 'iNTENTIonS', 'INTENTIonS', 'inTENTIoNS', 'InTENTIoNS', 'iNTENTIoNS', 'INTENTIoNS']",1,3,reverse
intentions,RENTE,"['intENTIOns', 'IntENTIOns', 'iNtENTIOns', 'INtENTIOns', 'inTENTIOns', 'InTENTIOns', 'iNTENTIOns', 'INTENTIOns', 'intENTIONs', 'IntENTIONs', 'iNtENTIONs', 'INtENTIONs', 'inTENTIONs', 'InTENTIONs', 'iNTENTIONs', 'INTENTIONs', 'intENTIOnS', 'IntENTIOnS', 'iNtENTIOnS', 'INtENTIOnS', 'inTENTIOnS', 'InTENTIOnS', 'iNTENTIOnS', 'INTENTIOnS', 'intENTIONS', 'IntENTIONS', 'iNtENTIONS', 'INtENTIONS', 'inTENTIONS', 'InTENTIONS', 'iNTENTIONS', 'INTENTIONS']",2,3,reverse
intentions,RENTEN,"['inTENTIOns', 'InTENTIOns', 'iNTENTIOns', 'INTENTIOns', 'inTENTIONs', 'InTENTIONs', 'iNTENTIONs', 'INTENTIONs', 'inTENTIOnS', 'InTENTIOnS', 'iNTENTIOnS', 'INTENTIOnS', 'inTENTIONS', 'InTENTIONS', 'iNTENTIONS', 'INTENTIONS']",1,3,reverse
ciggy,OssIa,['CIggy'],0,1,reverse
enamelled,DELle,"['EnameLleD', 'ENameLleD', 'EnAmeLleD', 'ENAmeLleD', 'EnaMeLleD', 'ENaMeLleD', 'EnAMeLleD', 'ENAMeLleD', 'EnamELleD', 'ENamELleD', 'EnAmELleD', 'ENAmELleD', 'EnaMELleD', 'ENaMELleD', 'EnAMELleD', 'ENAMELleD']",4,7,reverse
cafetiere,TITRE,"['CafetIERE', 'CAfetIERE', 'CaFetIERE', 'CAFetIERE', 'CafEtIERE', 'CAfEtIERE', 'CaFEtIERE', 'CAFEtIERE', 'CafeTIERE', 'CAfeTIERE', 'CaFeTIERE', 'CAFeTIERE', 'CafETIERE', 'CAfETIERE', 'CaFETIERE', 'CAFETIERE']",4,3,reverse
brickyards,AMicI,"['brIcKYArds', 'BrIcKYArds', 'bRIcKYArds', 'BRIcKYArds', 'brIcKYARds', 'BrIcKYARds', 'bRIcKYARds', 'BRIcKYARds', 'brIcKYArDs', 'BrIcKYArDs', 'bRIcKYArDs', 'BRIcKYArDs', 'brIcKYARDs', 'BrIcKYARDs', 'bRIcKYARDs', 'BRIcKYARDs', 'brIcKYArdS', 'BrIcKYArdS', 'bRIcKYArdS', 'BRIcKYArdS', 'brIcKYARdS', 'BrIcKYARdS', 'bRIcKYARdS', 'BRIcKYARdS', 'brIcKYArDS', 'BrIcKYArDS', 'bRIcKYArDS', 'BRIcKYArDS', 'brIcKYARDS', 'BrIcKYARDS', 'bRIcKYARDS', 'BRIcKYARDS']",2,1,reverse
teemed,MEmEL,['teEmEd'],0,7,reverse
teemed,TEEmED,['TEEmED'],0,7,reverse
sanitarium,RIPER,"['saniTARIUm', 'SaniTARIUm', 'sAniTARIUm', 'SAniTARIUm', 'saNiTARIUm', 'SaNiTARIUm', 'sANiTARIUm', 'SANiTARIUm', 'sanITARIUm', 'SanITARIUm', 'sAnITARIUm', 'SAnITARIUm', 'saNITARIUm', 'SaNITARIUm', 'sANITARIUm', 'SANITARIUm']",3,3,reverse
institute,TEUER,"['InstiTUTE', 'INstiTUTE', 'InStiTUTE', 'INStiTUTE', 'InsTiTUTE', 'INsTiTUTE', 'InSTiTUTE', 'INSTiTUTE', 'InstITUTE', 'INstITUTE', 'InStITUTE', 'INStITUTE', 'InsTITUTE', 'INsTITUTE', 'InSTITUTE', 'INSTITUTE']",4,3,reverse
wheedled,EDlEM,"['WheeDlED', 'WHeeDlED', 'WhEeDlED', 'WHEeDlED']",2,7,reverse
attention,RENTE,"['attENTIOn', 'AttENTIOn', 'aTtENTIOn', 'ATtENTIOn', 'atTENTIOn', 'AtTENTIOn', 'aTTENTIOn', 'ATTENTIOn', 'attENTION', 'AttENTION', 'aTtENTION', 'ATtENTION', 'atTENTION', 'AtTENTION', 'aTTENTION', 'ATTENTION']",2,3,reverse
antiphonal,BAREN,"['anTIPHOnal', 'AnTIPHOnal', 'aNTIPHOnal', 'ANTIPHOnal', 'anTIPHONal', 'AnTIPHONal', 'aNTIPHONal', 'ANTIPHONal', 'anTIPHOnAl', 'AnTIPHOnAl', 'aNTIPHOnAl', 'ANTIPHOnAl', 'anTIPHONAl', 'AnTIPHONAl', 'aNTIPHONAl', 'ANTIPHONAl', 'anTIPHOnaL', 'AnTIPHOnaL', 'aNTIPHOnaL', 'ANTIPHOnaL', 'anTIPHONaL', 'AnTIPHONaL', 'aNTIPHONaL', 'ANTIPHONaL', 'anTIPHOnAL', 'AnTIPHOnAL', 'aNTIPHOnAL', 'ANTIPHOnAL', 'anTIPHONAL', 'AnTIPHONAL', 'aNTIPHONAL', 'ANTIPHONAL']",1,3,reverse
peerages,PITTA,"['pEERAGEs', 'PEERAGEs', 'pEERAGES', 'PEERAGES']",0,3,reverse
cantrip,ARIEN,"['CanTRIP', 'CAnTRIP', 'CaNTRIP', 'CANTRIP']",2,3,reverse
ledum,meTED,['lEDUM'],0,7,reverse
mephitis,ERBAT,"['mePHITIs', 'MePHITIs', 'mEPHITIs', 'MEPHITIs']",1,3,reverse
intermarry,VITEN,"['inTERMArry', 'InTERMArry', 'iNTERMArry', 'INTERMArry', 'inTERMArRy', 'InTERMArRy', 'iNTERMArRy', 'INTERMArRy', 'inTERMArrY', 'InTERMArrY', 'iNTERMArrY', 'INTERMArrY', 'inTERMArRY', 'InTERMArRY', 'iNTERMArRY', 'INTERMArRY']",1,3,reverse
antiphon,BAREN,"['anTIPHOn', 'AnTIPHOn', 'aNTIPHOn', 'ANTIPHOn', 'anTIPHON', 'AnTIPHON', 'aNTIPHON', 'ANTIPHON']",1,3,reverse
itemizes,RÖTER,"['iTEMiZes', 'ITEMiZes', 'iTEMiZeS', 'ITEMiZeS']",0,3,reverse
itemizes,KRÖTE,"['itEMiZEs', 'ItEMiZEs', 'iTEMiZEs', 'ITEMiZEs']",1,3,reverse
gawkers,SkuAs,"['gAWkers', 'gAWkeRs', 'gAWkerS', 'gAWkeRS']",0,1,reverse
cascara,CaeCa,"['CaSCara', 'CaSCaRa', 'CaSCarA', 'CaSCaRA']",0,1,reverse
dehydrate,TEPID,"['DehydRATE', 'DEhydRATE', 'DeHydRATE', 'DEHydRATE', 'DehYdRATE', 'DEhYdRATE', 'DeHYdRATE', 'DEHYdRATE', 'DehyDRATE', 'DEhyDRATE', 'DeHyDRATE', 'DEHyDRATE', 'DehYDRATE', 'DEhYDRATE', 'DeHYDRATE', 'DEHYDRATE']",4,3,reverse
bejewelled,EDleM,"['bejeweLlED', 'BejeweLlED', 'bEjeweLlED', 'BEjeweLlED', 'beJeweLlED', 'BeJeweLlED', 'bEJeweLlED', 'BEJeweLlED', 'bejEweLlED', 'BejEweLlED', 'bEjEweLlED', 'BEjEweLlED', 'beJEweLlED', 'BeJEweLlED', 'bEJEweLlED', 'BEJEweLlED', 'bejeWeLlED', 'BejeWeLlED', 'bEjeWeLlED', 'BEjeWeLlED', 'beJeWeLlED', 'BeJeWeLlED', 'bEJeWeLlED', 'BEJeWeLlED', 'bejEWeLlED', 'BejEWeLlED', 'bEjEWeLlED', 'BEjEWeLlED', 'beJEWeLlED', 'BeJEWeLlED', 'bEJEWeLlED', 'BEJEWeLlED']",4,7,reverse
ossia,CIggy,['OssIa'],0,1,reverse
rhinoceros,logia,"['rhinoceros', 'Rhinoceros', 'rHinoceros', 'RHinoceros', 'rhinoceRos', 'RhinoceRos', 'rHinoceRos', 'RHinoceRos', 'rhinocerOs', 'RhinocerOs', 'rHinocerOs', 'RHinocerOs', 'rhinoceROs', 'RhinoceROs', 'rHinoceROs', 'RHinoceROs', 'rhinoceroS', 'RhinoceroS', 'rHinoceroS', 'RHinoceroS', 'rhinoceRoS', 'RhinoceRoS', 'rHinoceRoS', 'RHinoceRoS', 'rhinocerOS', 'RhinocerOS', 'rHinocerOS', 'RHinocerOS', 'rhinoceROS', 'RhinoceROS', 'rHinoceROS', 'RHinoceROS']",1,4,reverse
appetizer,KRETA,"['appETIZEr', 'AppETIZEr', 'aPpETIZEr', 'APpETIZEr', 'apPETIZEr', 'ApPETIZEr', 'aPPETIZEr', 'APPETIZEr']",2,3,reverse
arteries,TRITE,"['artERIES', 'aRtERIES', 'arTERIES', 'aRTERIES']",2,3,reverse
dyspeptic,REATA,"['dyspEPTIC', 'dYspEPTIC', 'dySpEPTIC', 'dYSpEPTIC', 'dysPEPTIC', 'dYsPEPTIC', 'dySPEPTIC', 'dYSPEPTIC']",3,3,reverse
notaries,TRIPE,"['notARIES', 'nOtARIES', 'noTARIES', 'nOTARIES']",2,3,reverse
ladled,dELlE,"['LaDleD', 'LADleD']",1,7,reverse
brassica,AcKee,"['braSSicA', 'BraSSicA', 'bRaSSicA', 'BRaSSicA', 'brASSicA', 'BrASSicA', 'bRASSicA', 'BRASSicA']",3,1,reverse
saluted,ELUTe,"['saLUTeD', 'SaLUTeD', 'sALUTeD', 'SALUTeD']",1,7,reverse
excelled,DELle,"['ExceLleD', 'EXceLleD', 'ExCeLleD', 'EXCeLleD', 'ExcELleD', 'EXcELleD', 'ExCELleD', 'EXCELleD']",3,7,reverse
assays,eMCee,"['aSSaYS', 'ASSaYS']",1,1,reverse
seeress,TITTY,"['sEERESs', 'SEERESs']",0,3,reverse
lumme,eMmeT,['LUMme'],0,7,reverse
militarism,RIPER,"['miliTARISm', 'MiliTARISm', 'mIliTARISm', 'MIliTARISm', 'miLiTARISm', 'MiLiTARISm', 'mILiTARISm', 'MILiTARISm', 'milITARISm', 'MilITARISm', 'mIlITARISm', 'MIlITARISm', 'miLITARISm', 'MiLITARISm', 'mILITARISm', 'MILITARISm']",3,3,reverse
modelled,dELle,"['ModeLleD', 'MOdeLleD', 'MoDeLleD', 'MODeLleD', 'ModELleD', 'MOdELleD', 'MoDELleD', 'MODELleD']",3,7,reverse
expatiate,EPACT,"['eXPATIate', 'EXPATIate', 'eXPATIaTe', 'EXPATIaTe', 'eXPATIatE', 'EXPATIatE', 'eXPATIaTE', 'EXPATIaTE']",0,3,reverse
winterized,RITEN,"['winTERIZed', 'WinTERIZed', 'wInTERIZed', 'WInTERIZed', 'wiNTERIZed', 'WiNTERIZed', 'wINTERIZed', 'WINTERIZed', 'winTERIZeD', 'WinTERIZeD', 'wInTERIZeD', 'WInTERIZeD', 'wiNTERIZeD', 'WiNTERIZeD', 'wINTERIZeD', 'WINTERIZeD']",2,3,reverse
lulled,dELle,"['LuLleD', 'LULleD']",1,7,reverse
tenrecs,TINTE,"['tENRECs', 'TENRECs']",0,3,reverse
riptide,DREAR,"['riPTIDE', 'rIPTIDE']",1,3,reverse
interment,VITEN,"['inTERMEnt', 'InTERMEnt', 'iNTERMEnt', 'INTERMEnt', 'inTERMEnT', 'InTERMEnT', 'iNTERMEnT', 'INTERMEnT']",1,3,reverse
elute,ELUTe,['ELUTe'],0,7,reverse
vanitas,YPERN,"['VanITAS', 'VAnITAS', 'VaNITAS', 'VANITAS']",2,3,reverse
wittily,FREER,"['wiTTILY', 'wITTILY']",1,3,reverse
docketed,LEDUM,"['dockeTED', 'dOckeTED', 'doCkeTED', 'dOCkeTED', 'docKeTED', 'dOcKeTED', 'doCKeTED', 'dOCKeTED']",3,7,reverse
skewer,SuSie,"['SKeWer', 'SKeWeR']",0,1,reverse
